Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Symbol,Company_Name,Previous_Close,Change
2020-08-13 00:00:00+05:00,13.891374852151053,14.108427584215914,13.891374852151053,14.065017700195312,28000,0.0,0.0,0.0,SCBPL_HISTORICAL_DATA,SCBPL,,
2020-08-14 00:00:00+05:00,14.065017700195312,14.065017700195312,14.065017700195312,14.065017700195312,0,0.0,0.0,0.0,SCBPL_HISTORICAL_DATA,SCBPL,14.065017700195312,0.0
2020-08-17 00:00:00+05:00,13.461611905283322,14.108429012981128,13.461611905283322,14.099746704101562,24000,0.0,0.0,0.0,SCBPL_HISTORICAL_DATA,SCBPL,14.065017700195312,0.03472900390625
2020-08-18 00:00:00+05:00,13.717732571260626,13.891374588012695,13.717732571260626,13.891374588012695,7500,0.0,0.0,0.0,SCBPL_HISTORICAL_DATA,SCBPL,14.099746704101562,-0.2083721160888672
2020-08-19 00:00:00+05:00,13.782849118065947,14.104087904882432,13.782849118065947,14.073698997497559,25000,0.0,0.0,0.0,SCBPL_HISTORICAL_DATA,SCBPL,13.891374588012695,0.18232440948486328
2020-08-20 00:00:00+05:00,13.69602767752596,14.325480959994653,13.678663888735572,14.269046783447266,105000,0.0,0.0,0.0,SCBPL_HISTORICAL_DATA,SCBPL,14.073698997497559,0.19534778594970703
2020-08-21 00:00:00+05:00,13.891375795024215,14.325481288618722,13.500681016387263,14.238659858703613,388000,0.0,0.0,0.0,SCBPL_HISTORICAL_DATA,SCBPL,14.269046783447266,-0.030386924743652344
2020-08-24 00:00:00+05:00,13.891377440693285,13.891377440693285,13.591844382790963,13.617891311645508,146500,0.0,0.0,0.0,SCBPL_HISTORICAL_DATA,SCBPL,14.238659858703613,-0.6207685470581055
2020-08-25 00:00:00+05:00,13.457269535826189,14.021606314196903,13.457269535826189,13.934784889221191,139500,0.0,0.0,0.0,SCBPL_HISTORICAL_DATA,SCBPL,13.617891311645508,0.3168935775756836
2020-08-26 00:00:00+05:00,13.674323913670722,14.104089108160649,13.674323913670722,13.969515800476074,128500,0.0,0.0,0.0,SCBPL_HISTORICAL_DATA,SCBPL,13.934784889221191,0.03473091125488281
2020-08-27 00:00:00+05:00,13.691686164392006,15.015707443507111,13.630910838917998,14.312457084655762,1138000,0.0,0.0,0.0,SCBPL_HISTORICAL_DATA,SCBPL,13.969515800476074,0.3429412841796875
2020-08-28 00:00:00+05:00,13.89137366247847,13.956490138913653,13.852304107813518,13.887032508850098,29000,0.0,0.0,0.0,SCBPL_HISTORICAL_DATA,SCBPL,14.312457084655762,-0.42542457580566406
2020-08-31 00:00:00+05:00,13.891373847255165,13.891373847255165,13.717731839762557,13.769824028015137,24500,0.0,0.0,0.0,SCBPL_HISTORICAL_DATA,SCBPL,13.887032508850098,-0.11720848083496094
2020-09-01 00:00:00+05:00,13.934785197900274,14.00424200822324,13.51804433596247,13.926104545593262,72000,0.0,0.0,0.0,SCBPL_HISTORICAL_DATA,SCBPL,13.769824028015137,0.156280517578125
2020-09-02 00:00:00+05:00,13.67432090830181,13.847962912967882,13.67432090830181,13.696025848388672,102500,0.0,0.0,0.0,SCBPL_HISTORICAL_DATA,SCBPL,13.926104545593262,-0.23007869720458984
2020-09-03 00:00:00+05:00,13.804552829287184,13.843622385603258,13.47897374531352,13.639593124389648,35500,0.0,0.0,0.0,SCBPL_HISTORICAL_DATA,SCBPL,13.696025848388672,-0.05643272399902344
2020-09-04 00:00:00+05:00,13.452926551835057,13.478972644588644,13.123006340991626,13.465950012207031,34500,0.0,0.0,0.0,SCBPL_HISTORICAL_DATA,SCBPL,13.639593124389648,-0.1736431121826172
2020-09-07 00:00:00+05:00,13.248897073852973,13.622227156711292,13.248897073852973,13.48331356048584,17000,0.0,0.0,0.0,SCBPL_HISTORICAL_DATA,SCBPL,13.465950012207031,0.017363548278808594
2020-09-08 00:00:00+05:00,13.261921393784844,13.674321909554903,13.149054703480433,13.600523948669434,118000,0.0,0.0,0.0,SCBPL_HISTORICAL_DATA,SCBPL,13.48331356048584,0.11721038818359375
2020-09-09 00:00:00+05:00,13.435562896175261,13.726413556711226,13.248897435653474,13.643933296203613,63000,0.0,0.0,0.0,SCBPL_HISTORICAL_DATA,SCBPL,13.600523948669434,0.04340934753417969
2020-09-10 00:00:00+05:00,13.457268786434778,13.782847869977553,13.370447366293867,13.730754852294922,43000,0.0,0.0,0.0,SCBPL_HISTORICAL_DATA,SCBPL,13.643933296203613,0.0868215560913086
2020-09-11 00:00:00+05:00,13.244557217879015,13.887033077352392,13.244557217879015,13.730754852294922,30500,0.0,0.0,0.0,SCBPL_HISTORICAL_DATA,SCBPL,13.730754852294922,0.0
2020-09-14 00:00:00+05:00,13.674323053162121,13.71339261383897,13.457270306286532,13.678664207458496,91500,0.0,0.0,0.0,SCBPL_HISTORICAL_DATA,SCBPL,13.730754852294922,-0.05209064483642578
2020-09-15 00:00:00+05:00,13.457270306286532,13.821918987276764,13.457270306286532,13.678664207458496,35000,0.0,0.0,0.0,SCBPL_HISTORICAL_DATA,SCBPL,13.678664207458496,0.0
2020-09-16 00:00:00+05:00,13.505023550904134,13.986880962997141,13.505023550904134,13.821920394897461,84000,0.0,0.0,0.0,SCBPL_HISTORICAL_DATA,SCBPL,13.678664207458496,0.14325618743896484
2020-09-17 00:00:00+05:00,13.674322530434187,13.891375269012508,13.565796161145027,13.82625961303711,121500,0.0,0.0,0.0,SCBPL_HISTORICAL_DATA,SCBPL,13.821920394897461,0.0043392181396484375
2020-09-18 00:00:00+05:00,13.522383565556153,13.63090991973877,13.522383565556153,13.63090991973877,11000,0.0,0.0,0.0,SCBPL_HISTORICAL_DATA,SCBPL,13.82625961303711,-0.19534969329833984
2020-09-21 00:00:00+05:00,13.674322242498832,13.847964264107071,13.040528656631137,13.656957626342773,45500,0.0,0.0,0.0,SCBPL_HISTORICAL_DATA,SCBPL,13.63090991973877,0.026047706604003906
