Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2015-08-03 19:00:00+00:00,281.9453430175781,281.9453430175781,281.9453430175781,281.9453430175781,0,0.0,0.0,0.0
2015-08-04 19:00:00+00:00,281.9453430175781,281.9453430175781,281.9453430175781,281.9453430175781,0,0.0,0.0,0.0
2015-08-05 19:00:00+00:00,279.52902272484187,279.7833557128906,267.956149893266,279.7833557128906,1350,0.0,0.0,0.0
2015-08-06 19:00:00+00:00,267.09390672164943,277.23988820169143,267.0659398730003,276.6014709472656,1050,0.0,0.0,0.0
2015-08-09 19:00:00+00:00,268.3377143628141,277.23992919921875,268.3377143628141,277.23992919921875,450,0.0,0.0,0.0
2015-08-10 19:00:00+00:00,265.7942199707031,265.7942199707031,265.7942199707031,265.7942199707031,150,0.0,0.0,0.0
2015-08-11 19:00:00+00:00,274.69648028049915,279.0203985968854,274.69648028049915,276.56085205078125,450,0.0,0.0,0.0
2015-08-12 19:00:00+00:00,276.56085205078125,276.56085205078125,276.56085205078125,276.56085205078125,0,0.0,0.0,0.0
2015-08-13 19:00:00+00:00,276.56085205078125,276.56085205078125,276.56085205078125,276.56085205078125,0,0.0,0.0,0.0
2015-08-16 19:00:00+00:00,276.56085205078125,276.56085205078125,276.56085205078125,276.56085205078125,0,0.0,0.0,0.0
2015-08-17 19:00:00+00:00,276.56085205078125,276.56085205078125,276.56085205078125,276.56085205078125,0,0.0,0.0,0.0
2015-08-18 19:00:00+00:00,267.06596066671955,272.1529235839844,267.06596066671955,272.1529235839844,300,0.0,0.0,0.0
2015-08-19 19:00:00+00:00,264.52247379829936,284.8449205888368,264.52247379829936,276.3446044921875,900,0.0,0.0,0.0
2015-08-20 19:00:00+00:00,289.9573669433594,289.9573669433594,289.9573669433594,289.9573669433594,150,0.0,0.0,0.0
2015-08-23 19:00:00+00:00,289.9573669433594,289.9573669433594,289.9573669433594,289.9573669433594,150,0.0,0.0,0.0
2015-08-24 19:00:00+00:00,275.9681266893314,298.6051596938804,275.9681266893314,294.2812194824219,600,0.0,0.0,0.0
2015-08-25 19:00:00+00:00,292.4983215332031,292.4983215332031,292.4983215332031,292.4983215332031,150,0.0,0.0,0.0
2015-08-26 19:00:00+00:00,292.3736572265625,292.3736572265625,292.3736572265625,292.3736572265625,150,0.0,0.0,0.0
2015-08-27 19:00:00+00:00,305.21826171875,305.21826171875,305.21826171875,305.21826171875,150,0.0,0.0,0.0
2015-08-30 19:00:00+00:00,292.5008239746094,292.5008239746094,292.5008239746094,292.5008239746094,150,0.0,0.0,0.0
2015-08-31 19:00:00+00:00,298.859537523169,305.2182590147446,298.859537523169,302.0389099121094,300,0.0,0.0,0.0
