Date,Symbol,Company_Name,Open,High,Low,Close,Volume,Previous_Close,Change,SMA_50,SMA_200,RSI_14,MACD,MACD_Signal,MACD_Histogram
2016-01-01,PTC,PTC,10.27252347397836,10.39095702982726,10.27252347397836,10.334856986999512,808000,10.334856986999512,0.0,9.260730457305907,10.301705198287964,71.67350274474586,0.2588953978563992,0.1801998958272231,0.0786955020291761
2016-01-04,PTC,PTC,10.347324321039109,10.403424366001124,10.16032377486142,10.19149112701416,769500,10.334856986999512,-0.1433658599853515,9.24003583908081,10.314789514541626,69.10764959382934,0.2363967191654854,0.160526020319929,0.0758706988455564
2016-01-05,PTC,PTC,10.14162487370868,10.191491449819624,10.035658250858813,10.160324096679688,404500,10.19149112701416,-0.0311670303344726,9.223205852508546,10.328484625816346,68.53224992058392,0.2188389772833652,0.1415583456085399,0.0772806316748253
2016-01-06,PTC,PTC,10.191490988440616,10.222657151256673,10.048124737226113,10.066823959350586,1226500,10.160324096679688,-0.0935001373291015,9.206999206542967,10.342335572242735,66.8101594384052,0.1964191719728472,0.1222381876898336,0.0741809842830135
2016-01-07,PTC,PTC,9.973324114284631,10.085524200796394,9.910990600787777,10.04189109802246,453000,10.066823959350586,-0.0249328613281267,9.193909244537354,10.356654019355776,66.35423180833672,0.1744663555849612,0.1036929416190802,0.070773413965881
2016-01-08,PTC,PTC,10.066824356231908,10.066824356231908,9.904758282047077,9.923458099365234,872000,10.04189109802246,-0.1184329986572247,9.180195903778076,10.369895277023316,64.1841190283715,0.1464475051947786,0.0859995881276099,0.0604479170671687
2016-01-11,PTC,PTC,10.035657293129516,10.041890763162629,9.848657353331149,9.854890823364258,574500,9.923458099365234,-0.0685672760009765,9.166981239318847,10.38390543937683,62.89760879859885,0.1206137504844839,0.0708876088608177,0.0497261416236662
2016-01-12,PTC,PTC,9.879824412700234,9.879824412700234,9.674124650936696,9.742691040039062,593000,9.854890823364258,-0.1121997833251953,9.15688325881958,10.398010997772216,60.75568092582903,0.0928674989309428,0.0584560734549011,0.0344114254760416
2016-01-13,PTC,PTC,9.723991804102209,9.854891714350154,9.630491528521404,9.66165828704834,764000,9.742691040039062,-0.0810327529907226,9.149029273986818,10.412218022346496,59.17511806958111,0.0675263703567186,0.0498532170858907,0.0176731532708278
2016-01-14,PTC,PTC,9.599325752258446,9.71775932788838,9.194159633318549,9.399859428405762,1072000,9.66165828704834,-0.2617988586425781,9.142795944213868,10.42552231311798,53.56454606052975,0.0424502811667579,0.0454349287681837,-0.0029846476014258
2016-01-15,PTC,PTC,9.412325039994034,9.487124900862264,9.194158333286024,9.318824768066406,1232000,9.399859428405762,-0.0810346603393554,9.142047939300538,10.44126675605774,51.65489922716748,0.036482497936392,0.0461810906685402,-0.0096985927321482
2016-01-18,PTC,PTC,9.10065856881443,9.630491060180088,8.695491916580925,9.04455852508545,4514500,9.318824768066406,-0.274266242980957,9.142920627593996,10.456568007469178,44.47897783563869,0.0365855836960218,0.0486057388515772,-0.0120201551555554
2016-01-19,PTC,PTC,9.03832450308435,9.66789069734804,8.851324566887875,9.611790657043455,6762000,9.04455852508545,0.567232131958006,9.148156604766848,10.472250819206238,62.21316469358203,0.0641102948607947,0.0516107776404661,0.0124995172203286
2016-01-20,PTC,PTC,9.53699175326019,9.53699175326019,9.25649211819946,9.34999179840088,3340500,9.611790657043455,-0.2617988586425746,9.141673946380616,10.48460259914398,54.425642922961856,0.0405547775683157,0.0484858983353839,-0.0079311207670682
2016-01-21,PTC,PTC,9.399859123522395,9.406092594554742,9.162992574401803,9.21285915374756,2193500,9.34999179840088,-0.1371326446533203,9.139928607940677,10.497803835868837,49.34823890647666,0.0365553679758008,0.050468678527151,-0.0139133105513502
2016-01-22,PTC,PTC,9.287658607793372,9.349992126418758,9.162992164999086,9.275192260742188,1303500,9.21285915374756,0.0623331069946271,9.142920608520509,10.510594930648804,51.78326630436909,0.0448815491082257,0.0539470061649885,-0.0090654570567628
2016-01-25,PTC,PTC,9.368691771032086,9.437258759143766,9.244025330542412,9.29389190673828,1603000,9.275192260742188,0.0186996459960919,9.14877992630005,10.522968320846555,52.50497607544088,0.0485093177816757,0.0562133704291793,-0.0077040526475035
2016-01-26,PTC,PTC,9.23779218720146,9.287658765164116,9.106892271435362,9.21909236907959,1987500,9.29389190673828,-0.0747995376586896,9.154389896392823,10.534541239738465,49.91206818609828,0.0505301157648165,0.0581393835910551,-0.0076092678262385
2016-01-27,PTC,PTC,9.225324461405826,9.34999088768366,9.206624646078254,9.244024276733398,357000,9.21909236907959,0.0249319076538085,9.173713207244871,10.549740223884582,50.76993023969829,0.0599903582501504,0.0600417005476148,-5.134229746439623e-05
2016-01-28,PTC,PTC,9.22532610970364,9.300125978834904,9.212859167620172,9.250259399414062,613500,9.244024276733398,0.006235122680664,9.200267181396484,10.566405234336854,50.97338138823624,0.0686539592139485,0.0600545361219809,0.0085994230919676
2016-01-29,PTC,PTC,9.287658724607937,9.34375877318508,9.044559306715644,9.06325912475586,3808000,9.250259399414062,-0.1870002746582031,9.224327793121338,10.58303906917572,44.81467113766966,0.0780784125462332,0.0579046803489889,0.0201737321972442
2016-02-01,PTC,PTC,9.069491798291253,9.337524481493308,9.069491798291253,9.26895809173584,1543000,9.06325912475586,0.2056989669799804,9.252876415252686,10.60014837741852,51.41129214922747,0.1080117840366945,0.0528612472996779,0.0551505367370166
2016-02-02,PTC,PTC,9.337525420674584,9.630492014480645,9.31882560239741,9.53075885772705,4403000,9.26895809173584,0.2618007659912109,9.27232442855835,10.61675941467285,62.23844211341898,0.1237026756060242,0.0390736131154237,0.0846290624906004
2016-02-03,PTC,PTC,9.505824514144946,9.561924557210308,9.349991325388473,9.480891227722168,1587500,9.53075885772705,-0.0498676300048828,9.283793716430663,10.63124843120575,60.77742652301125,0.1152745693902304,0.0179163474927736,0.0973582218974567
2016-02-04,PTC,PTC,9.505824820581145,9.69282477200846,9.412325142095716,9.630491256713867,2498500,9.480891227722168,0.1496000289916992,9.294141063690184,10.645986785888672,68.11923355771553,0.1079179515023494,-0.0064232079815905,0.1143411594839399
2016-02-05,PTC,PTC,9.630491256713867,9.630491256713867,9.630491256713867,9.630491256713867,0,9.630491256713867,0.0,9.30685703277588,10.66103759765625,68.11923355771553,0.0817265133335354,-0.0350084978525755,0.1167350111861109
2016-02-08,PTC,PTC,9.655424769579904,9.836191254810831,9.474658284348973,9.50582504272461,2824500,9.630491256713867,-0.1246662139892578,9.317582149505617,10.677113523483277,65.0890414842226,0.0471079647859458,-0.0641922506491032,0.111300215435049
2016-02-09,PTC,PTC,9.50582471746521,9.536991474774418,9.26272472380112,9.318824768066406,3080500,9.50582504272461,-0.1870002746582031,9.328544254302978,10.69345929145813,59.76199290142284,0.0149301887581305,-0.0920173045078655,0.1069474932659961
2016-02-10,PTC,PTC,9.349991203667374,9.599324064649265,9.225324773176428,9.393624305725098,13231000,9.318824768066406,0.0747995376586914,9.340724582672118,10.710987496376038,63.3525424028591,-0.0073174928795616,-0.1187541778243645,0.1114366849448029
2016-02-11,PTC,PTC,9.424792427387011,9.49335882547654,9.212859167620172,9.250259399414062,1865500,9.393624305725098,-0.1433649063110351,9.350347118377686,10.728990063667297,58.96468079699197,-0.0432231413804888,-0.1466133490605653,0.1033902076800764
2016-02-12,PTC,PTC,9.250258067580692,9.337524271774496,9.100658350857229,9.169224739074709,2945000,9.250259399414062,-0.0810346603393536,9.36137701034546,10.746931791305542,56.21300347523818,-0.0738259511317451,-0.1724609009805844,0.0986349498488392
2016-02-15,PTC,PTC,9.28765797620255,9.343758020259116,9.162991541885988,9.20039176940918,995500,9.169224739074709,0.0311670303344708,9.372833042144777,10.764324278831484,57.59225572715091,-0.103561630872333,-0.1971196384427942,0.0935580075704611
2016-02-16,PTC,PTC,9.244024905105992,9.256491845809434,9.0383251391508,9.057024955749512,2590000,9.20039176940918,-0.1433668136596679,9.384462089538577,10.78173768043518,52.627450753380586,-0.1431821905625927,-0.2205091403354094,0.0773269497728167
2016-02-17,PTC,PTC,9.100658550262123,9.100658550262123,8.982224992752053,9.007158279418945,646000,9.057024955749512,-0.0498666763305664,9.395640354156496,10.800044660568238,50.76578751437485,-0.1770724338591769,-0.2398408777786136,0.0627684439194367
2016-02-18,PTC,PTC,9.03209223943104,9.138058864279284,8.851325749005767,8.894959449768066,1329000,9.007158279418945,-0.1121988296508789,9.409275932312012,10.818600974082948,46.36184746146699,-0.2126757746752066,-0.2555329887584728,0.0428572140832662
2016-02-19,PTC,PTC,8.888725605537124,9.038325330405316,8.757825697663339,8.813925743103027,783000,8.894959449768066,-0.081033706665039,9.423297328948976,10.83736478805542,42.93884127282615,-0.243601237575211,-0.2662472922792893,0.0226460547040783
2016-02-22,PTC,PTC,8.845090562131977,8.876257315356208,8.626924478475113,8.732891082763672,1109000,8.813925743103027,-0.0810346603393554,9.435621242523194,10.856639819145204,39.34445444259189,-0.2712793784514993,-0.2719088059553089,0.0006294275038096
2016-02-23,PTC,PTC,8.714192437735619,8.757826138862688,8.302792876394486,8.527193069458008,2744000,8.732891082763672,-0.205698013305664,9.450494956970214,10.876779556274414,28.76817557730179,-0.2944100673397525,-0.2720661628312613,-0.0223439045084912
2016-02-24,PTC,PTC,8.464859730134933,8.658093167769755,8.458626259204921,8.589526176452637,1073000,8.527193069458008,0.0623331069946289,9.47651704788208,10.896745929718016,30.252495725573027,-0.2987071115501507,-0.2664801867041384,-0.0322269248460123
2016-02-25,PTC,PTC,8.645625489159569,8.651858959558385,8.427459375309072,8.464859008789062,1595000,8.589526176452637,-0.1246671676635742,9.50248701095581,10.91671877861023,22.86089513508716,-0.3061935154319641,-0.2584234554926353,-0.0477700599393288
2016-02-26,PTC,PTC,8.508492501826513,8.645625884590372,8.48355921354731,8.583292961120605,2103000,8.464859008789062,0.1184339523315429,9.538515644073486,10.936183800697329,25.218485016388783,-0.2986017809090846,-0.2464809405078031,-0.0521208404012815
2016-02-29,PTC,PTC,8.583293458695739,8.601993277375051,8.508492995065447,8.533426284790039,1382500,8.583292961120605,-0.0498666763305664,9.568592033386231,10.954985966682434,22.0765837856208,-0.2966273980876881,-0.2334507304074827,-0.0631766676802053
2016-03-01,PTC,PTC,8.589526335284498,8.601993277375051,8.508492995065447,8.533426284790039,1697000,8.533426284790039,0.0,9.600063915252685,10.974815125465392,22.0765837856208,-0.2847154529970819,-0.2176565634874313,-0.0670588895096505
2016-03-02,PTC,PTC,8.589525118834825,8.633158815515838,8.508491790091727,8.539658546447754,1574500,8.533426284790039,0.0062322616577148,9.631004905700683,10.994785685539243,22.17699143194108,-0.265370163765116,-0.2008918411100187,-0.0644783226550972
2016-03-03,PTC,PTC,8.614459625009088,8.614459625009088,8.508492995065447,8.533426284790039,1058000,8.539658546447754,-0.0062322616577148,9.659034023284912,11.0146897315979,21.846928857722546,-0.2374531679503349,-0.1847722604462444,-0.0526809075040904
2016-03-04,PTC,PTC,8.658092498779297,8.788992405912685,8.508492180300811,8.658092498779297,3484000,8.533426284790039,0.1246662139892578,9.687453231811524,11.03423610687256,23.71516993046121,-0.1977325078441332,-0.1716020335702217,-0.0261304742739114
2016-03-07,PTC,PTC,8.664324890262044,9.281424757643476,8.664324890262044,9.237791061401367,10735000,8.658092498779297,0.5796985626220703,9.713777294158936,11.0538307762146,37.59789999192648,-0.1568516797097547,-0.1650694150017439,0.0082177352919891
2016-03-08,PTC,PTC,9.343757866428444,9.41232485001604,9.119358288353023,9.256491661071776,2011500,9.237791061401367,0.0187005996704083,9.734081840515136,11.07052695274353,38.26896403707403,-0.1614152519257992,-0.1671238488247411,0.0057085968989419
2016-03-09,PTC,PTC,9.225325312134803,9.312591521348484,9.162991796019492,9.194158554077148,1050000,9.256491661071776,-0.0623331069946271,9.7526851272583,11.086705441474914,34.6593357135726,-0.1667962324017988,-0.1685509980494766,0.0017547656476777
2016-03-10,PTC,PTC,9.237791061401367,9.692824272926808,9.194157959615689,9.237791061401367,7173500,9.194158554077148,0.0436325073242187,9.770676937103271,11.102983503341674,36.02868435720019,-0.1648915495713243,-0.168989689461396,0.0040981398900717
2016-03-11,PTC,PTC,9.287659133531251,9.343759184578406,9.169226154786775,9.300126075744627,771500,9.237791061401367,0.0623350143432599,9.801068572998046,11.118513178825378,38.02146675295538,-0.1645046416923996,-0.1700142244339139,0.0055095827415143
2016-03-14,PTC,PTC,9.331291981251889,9.412325314839473,9.300125223032593,9.34999179840088,1562500,9.300126075744627,0.0498657226562535,9.825435428619384,11.13507441997528,39.65056088640342,-0.1679648495809047,-0.1713916201192925,0.0034267705383878
2016-03-15,PTC,PTC,9.34999179840088,9.393624903234011,9.306358693567743,9.34999179840088,1215500,9.34999179840088,0.0,9.851724891662595,11.151138896942138,39.65056088640342,-0.1750154452351466,-0.1722483127538895,-0.0027671324812571
2016-03-16,PTC,PTC,9.34999233902704,9.462192437321448,9.318825579005653,9.412325859069824,1419000,9.34999179840088,0.0623340606689435,9.877218017578125,11.167026629447935,41.57035651108185,-0.1814688899395058,-0.1715565296335751,-0.0099123603059306
2016-03-17,PTC,PTC,9.41232409871359,9.443490258449572,9.343757120599086,9.356224060058594,2058500,9.412325859069824,-0.0561017990112304,9.900269927978515,11.182178506851196,39.1063351984864,-0.1934130253220605,-0.1690784395570925,-0.0243345857649679
2016-03-18,PTC,PTC,9.349991679416018,9.381158437238696,9.050792231013808,9.262724876403809,2591000,9.356224060058594,-0.0934991836547851,9.92258575439453,11.19697461605072,34.854860596544924,-0.2001326218517842,-0.1629947931158505,-0.0371378287359337
2016-03-21,PTC,PTC,9.287658281962289,9.40609184430432,9.22532535998016,9.34999179840088,603000,9.262724876403809,0.087266921997072,9.946506080627442,11.211814041137696,37.09975366222204,-0.1962783336779345,-0.1537103359318671,-0.0425679977460674
2016-03-22,PTC,PTC,9.29389175249744,9.393624903234011,9.29389175249744,9.34999179840088,2310000,9.34999179840088,0.0,9.962575721740723,11.22625247478485,37.09975366222203,-0.1973892621586106,-0.1430683364953502,-0.0543209256632604
2016-03-23,PTC,PTC,9.34999179840088,9.34999179840088,9.34999179840088,9.34999179840088,0,9.34999179840088,0.0,9.98090169906616,11.23973650932312,37.09975366222204,-0.1959360943334562,-0.129488105079535,-0.0664479892539212
2016-03-24,PTC,PTC,9.3499922410787,9.406092289638211,9.28765872168891,9.362459182739258,706500,9.34999179840088,0.0124673843383771,10.002943973541258,11.25346797466278,37.37510447532155,-0.1912313442099531,-0.1128761077660547,-0.0783552364438983
2016-03-25,PTC,PTC,9.381159000773597,9.443491925706889,9.318825481383806,9.362459182739258,431500,9.362459182739258,0.0,10.029116840362548,11.267525935173037,37.37510447532155,-0.1837142318146281,-0.0932872986550801,-0.0904269331595479
2016-03-28,PTC,PTC,9.28765697475459,9.406090520427483,9.262723690579726,9.306357383728027,246000,9.362459182739258,-0.0561017990112304,10.053564281463622,11.281442513465882,35.51822201241214,-0.1714474558945635,-0.0706805653651931,-0.1007668905293704
2016-03-29,PTC,PTC,9.34999125051796,9.34999125051796,9.256491575795357,9.287657737731934,844500,9.306357383728027,-0.0186996459960937,10.075815601348877,11.29740701675415,34.920980044180496,-0.1475846248260737,-0.0454888427328505,-0.1020957820932231
